UF,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
RO,201403,255438,786079,217198,727765,60808,215231,106974,363991,167782,579222
RO,201404,257713,790223,218297,729897,60943,215200,106519,361736,167462,576936
RO,201405,259422,793092,219136,731397,58139,203260,115540,391873,173679,595133
RO,201406,261817,797322,220287,733468,58622,204736,114970,388831,173592,593567
RO,201407,264296,802174,221420,735982,59008,205925,114496,386222,173504,592147
RO,201408,267248,807911,222697,738742,59531,207593,113712,382359,173243,589952
RO,201409,268285,806425,223128,736086,59945,207911,112969,377553,172914,585464
RO,201410,270049,813016,223894,740961,60427,210528,112522,377054,172949,587582
RO,201411,271176,815151,224463,742113,60731,211537,112178,375440,172909,586977
RO,201412,272649,818010,225012,743245,61097,212698,111391,372341,172488,585039
RO,201501,239578,719613,198487,656158,51346,180262,95769,320555,147115,500817
RO,201502,241045,722481,198966,657170,51504,180758,95356,318824,146860,499582
RO,201503,242778,725792,199776,658854,52258,183150,94236,314353,146494,497503
RO,201504,244007,728092,200269,659903,52713,184619,93552,311600,146265,496219
RO,201505,245667,730990,200968,661081,53164,185949,92725,308002,145889,493951
RO,201506,246942,733238,201344,661543,53505,186775,91237,302311,144742,489086
RO,201507,237549,705787,193302,634956,51376,179017,85078,281517,136454,460534
RO,201508,239198,708915,193522,635183,51613,179593,83418,275357,135031,454950
RO,201509,240431,711229,193763,635541,51975,180694,81998,270110,133973,450804
RO,201510,241729,713612,194127,636154,52370,181915,80867,265849,133237,447764
RO,201511,243029,715962,194485,636815,52677,182856,80046,262726,132723,445582
RO,201512,244850,719606,195051,638155,53152,184386,78952,258660,132104,443046
RO,201601,229574,683399,186946,616298,50456,176150,71110,239306,121566,415456
RO,201602,230984,686047,187471,617515,50616,176553,70926,238558,121542,415111
RO,201603,233085,690374,188395,619825,50929,177408,70621,237162,121550,414570
RO,201604,235439,695146,189436,622396,51012,177479,70685,236889,121697,414368
RO,201605,237462,699107,190472,624735,51117,177566,70800,236785,121917,414351
RO,201606,239279,702838,191219,626499,52558,183472,76040,255912,128598,439384
RO,201607,241482,707599,192252,629122,52747,183902,75737,254273,128484,438175
RO,201608,243281,711084,192838,630289,51495,178327,69657,231424,121152,409751
RO,201609,246719,717333,186614,615215,51601,178240,69234,229686,120835,407926
RO,201610,248837,721494,186909,615775,51887,179036,68447,226382,120334,405418
RO,201611,250017,724098,186971,616020,52103,179606,67778,224028,119881,403634
RO,201612,232711,677943,172388,573099,48566,168359,61299,204457,109865,372816
RO,201701,233543,679537,183096,599029,49744,173084,66680,224076,116424,397160
RO,201702,234885,682133,183853,600531,49943,173507,66761,223985,116704,397492
RO,201703,236589,685883,184916,603151,50330,174536,66819,223951,117149,398487
RO,201704,238805,690332,186266,606120,50969,176331,66796,223303,117765,399634
RO,201705,241199,695029,187664,609049,51416,177358,66794,222606,118210,399964
RO,201706,243232,698759,188754,611055,51786,178100,66345,220114,118131,398214
RO,201707,245705,703562,190064,613780,52233,179196,66146,218824,118379,398020
RO,201708,248100,708399,191246,616430,52716,180364,65689,216900,118405,397264
RO,201709,215930,621272,165789,539057,46116,158138,56733,190392,102849,348530
RO,201710,219867,629238,167477,543278,46418,158945,56888,190283,103306,349228
RO,201711,223285,636186,168897,546878,46592,159328,57299,191224,103891,350552
RO,201712,228207,645094,170175,549852,46552,158906,57520,191558,104072,350464
RO,201801,231370,651012,171693,553698,46605,158832,57483,191162,104088,349994
RO,201802,234011,656799,172862,556639,46875,159553,57652,191388,104527,350941
RO,201803,220926,621100,161914,523052,43569,148167,53762,179551,97331,327718
RO,201804,224327,628393,163746,527468,43854,148693,54474,181343,98328,330036
RO,201805,229494,639389,166612,534399,44215,149297,55790,184956,100005,334253
RO,201806,232950,646286,168412,538477,44426,149580,56387,186215,100813,335795
RO,201807,235832,652086,169945,541874,45382,152357,58124,192046,103506,344403
RO,201808,222107,613526,159296,508059,43067,144289,55946,185578,99013,329867
RO,201809,225932,621717,161223,512750,43439,145100,55925,184937,99364,330037
RO,201810,230517,631682,163542,518471,43215,144014,54853,180054,98068,324068
RO,201811,233528,637887,164804,521439,43404,144340,54889,179691,98293,324031
RO,201812,225504,613816,157528,498548,40982,136519,52728,173213,93710,309732
RO,201901,229061,621022,160012,505570,41633,138550,54289,178858,95922,317408
RO,201902,232748,628796,161952,510220,41942,139227,54690,179800,96632,319027
RO,201903,235599,634940,163511,513930,42207,139889,55006,180273,97213,320162
RO,201904,232976,627787,161051,506396,41138,136113,54179,178041,95317,314154
RO,201905,236716,635778,163091,511417,41644,137479,54566,178686,96210,316165
RO,201906,240550,644017,165186,516616,42135,138695,55017,179690,97152,318385
RO,201907,243978,650903,166805,520448,42493,139644,55247,179971,97740,319615
RO,201908,248408,659651,168608,524614,42870,140622,55302,179421,98172,320043
RO,201909,235333,621179,158462,491492,40251,131694,53463,173600,93714,305294
RO,201910,240678,633042,161260,498695,40742,132979,53995,174569,94737,307548
RO,201911,244401,641041,163220,503633,41039,133618,54605,176044,95644,309662
RO,201912,248109,649294,165144,508643,41274,134236,55149,177348,96423,311584
RO,202001,250475,654539,170121,519325,41466,134725,55482,178185,96948,312910
RO,202002,242152,631943,164216,502063,40165,130480,54802,176296,94967,306776
RO,202003,246138,640752,166647,507162,40453,131125,55341,177698,95794,308823
RO,202004,247483,643344,167553,508989,40645,131502,55601,178148,96246,309650
RO,202005,249262,646670,168944,511723,40824,131755,55974,178768,96798,310523
RO,202006,251098,650304,170348,514648,41122,132410,56218,179053,97340,311463
RO,202007,253012,654025,171860,517728,41317,132761,56661,179904,97978,312665
RO,202008,255103,658163,173281,520728,41524,133134,56984,180476,98508,313610
RO,202009,257422,662498,174738,523515,41803,133634,57179,180569,98982,314203
RO,202010,260016,667250,176314,526548,42139,134289,57364,180613,99503,314902
RO,202011,248126,637724,169107,505107,40201,128200,55862,176384,96063,304584
RO,202012,250202,641577,170397,507661,40382,128405,56157,176920,96539,305325
RR,201401,78592,261324,72857,252425,14188,50105,46813,168364,61001,218469
RR,201402,78989,261953,73104,252798,14186,50056,46951,168436,61137,218492
RR,201403,79563,262899,73516,253500,14315,50518,46953,167792,61268,218310
RR,201404,80103,263714,73866,254032,14559,51363,46678,166238,61237,217601
RR,201405,80496,264213,74109,254278,14017,48582,48571,172343,62588,220925
RR,201406,81251,265659,74578,255269,14085,48839,48686,172131,62771,220970
RR,201407,81928,267132,75053,256424,14182,49228,48858,172286,63040,221514
RR,201408,84007,271762,76533,260109,14688,51003,49161,172309,63849,223312
RR,201409,84940,273804,77138,261605,15037,52243,49018,171421,64055,223664
RR,201410,86447,277523,78100,264498,15339,53206,49237,172033,64576,225239
RR,201411,87088,278917,78516,265541,15499,53692,49299,172049,64798,225741
RR,201412,88015,280889,79059,266900,15680,54334,49353,171884,65033,226218
RR,201501,84398,270056,75653,256856,14635,51121,46877,164671,61512,215792
RR,201502,85765,272783,76501,258817,14831,51607,47070,164888,61901,216495
RR,201503,86790,275007,77180,260533,15026,52192,47252,165276,62278,217468
RR,201504,88036,277533,77998,262447,15243,52651,47464,165634,62707,218285
RR,201505,89600,280844,79013,264913,15502,53450,47462,165046,62964,218496
RR,201506,90672,282927,79565,266121,15829,54471,46948,162852,62777,217323
RR,201507,88096,275972,77099,259155,15529,53939,44715,155524,60244,209463
RR,201508,89095,277657,77527,259954,15809,54583,44181,153537,59990,208120
RR,201509,90116,279531,77977,261012,15982,55050,43906,152463,59888,207513
RR,201510,90886,281172,78395,262115,16161,55634,43664,151596,59825,207230
RR,201511,91841,283112,78926,263426,16301,56023,43673,151438,59974,207461
RR,201512,92497,284595,79326,264501,16427,56360,43746,151668,60173,208028
RR,201601,88224,274395,76927,258024,15752,54487,41470,146112,57222,200599
RR,201602,89054,276629,77473,259848,15784,54641,41787,147265,57571,201906
RR,201603,90242,279254,78167,261773,15808,54646,42183,148493,57991,203139
RR,201604,91193,281343,78850,263462,15653,53934,42820,150413,58473,204347
RR,201605,91894,283128,79372,264961,15618,53769,43246,151739,58864,205508
RR,201606,92514,284640,79759,266080,15895,55141,45215,158715,61110,213856
RR,201607,93109,285855,80090,266852,15886,54966,45149,158281,61035,213247
RR,201608,93550,286560,80292,267144,15610,53404,43256,151256,58866,204660
RR,201609,93751,286708,78431,262736,15555,53158,43168,150722,58723,203880
RR,201610,93771,286135,78218,261703,15468,52792,42996,149840,58464,202632
RR,201611,93825,285975,78100,261182,15447,52671,42829,149127,58276,201798
RR,201612,91721,280388,76183,255740,15037,51484,41805,145994,56842,197478
RR,201701,92121,281138,79088,262340,15146,52298,43748,152645,58894,204943
RR,201702,92893,282736,79569,263547,15166,52268,44024,153412,59190,205680
RR,201703,93267,283432,79788,264025,15149,52211,44198,153832,59347,206043
RR,201704,93811,284276,80133,264556,15166,52144,44386,154019,59552,206163
RR,201705,94307,285272,80416,265238,15172,52068,44502,154304,59674,206372
RR,201706,94890,286474,80772,266068,15221,52142,44497,154110,59718,206252
RR,201707,95425,287538,81069,266768,15274,52257,44492,153845,59766,206102
RR,201708,95865,288197,81175,266884,15307,52256,44261,152960,59568,205216
RR,201709,86735,263672,73624,244832,13554,46446,41627,145568,55181,192014
RR,201710,87466,265352,74083,246100,13680,46815,41733,145762,55413,192577
RR,201711,88218,266966,74565,247323,13746,47009,41975,146296,55721,193305
RR,201712,89239,269069,75148,248791,13857,47296,42110,146470,55967,193766
RR,201801,90283,271084,75854,250421,13994,47656,42272,146669,56266,194325
RR,201802,91733,274410,76749,252895,14332,48808,42424,146861,56756,195669
RR,201803,89219,266855,74182,245097,13699,46652,40918,142097,54617,188749
RR,201804,90979,270935,75393,248287,14066,47696,41259,142848,55325,190544
RR,201805,92797,274923,76710,251413,14262,48150,41854,144050,56116,192200
RR,201806,94316,278042,77788,253880,14353,48391,42553,145510,56906,193901
RR,201807,95480,280427,78639,255803,14933,50192,43390,147980,58323,198172
RR,201808,91296,268958,75509,246007,14291,48037,42936,146253,57227,194290
RR,201809,92232,271549,76218,248252,14448,48472,43260,147377,57708,195849
RR,201810,93899,274860,77546,250993,14387,48115,43476,146589,57863,194704
RR,201811,95488,277758,78866,253475,14609,48604,44267,147798,58876,196402
RR,201812,92753,269708,76658,246158,14078,46700,43482,144908,57560,191608
RR,201901,94105,272735,77828,249234,14402,47438,44317,147690,58719,195128
RR,201902,95954,276774,79250,252637,14593,47843,45198,149719,59791,197562
RR,201903,97180,279507,80229,255019,14686,48062,45865,151278,60551,199340
RR,201904,96001,276260,79328,251968,14319,46662,45763,150796,60082,197458
RR,201905,97396,279607,80436,254823,14491,47078,46429,152460,60920,199538
RR,201906,98726,282735,81424,257382,14645,47448,47026,154020,61671,201468
RR,201907,99768,284987,82153,259161,14803,47737,47414,154952,62217,202689
RR,201908,101431,288692,83228,261995,15012,48241,47934,156359,62946,204600
RR,201909,96177,272958,78908,248018,13894,44414,47007,153189,60901,197603
RR,201910,98149,277907,80386,252232,14030,44642,47985,156127,62015,200769
RR,201911,99501,281171,81440,255061,14125,44843,48753,158250,62878,203093
RR,201912,100636,283943,82266,257357,14193,44948,49259,159774,63452,204722
RR,202001,101909,287016,83923,261269,14378,45463,49811,161168,64189,206631
RR,202002,99383,280807,82221,256346,13826,43743,50231,162164,64057,205907
RR,202003,101124,285417,83659,260410,13980,44209,51160,164884,65140,209093
RR,202004,101688,286789,84081,261544,14095,44558,51296,165141,65391,209699
RR,202005,102228,288228,84521,262797,14232,45012,51402,165403,65634,210415
RR,202006,102554,288866,84806,263389,14264,45091,51571,165734,65835,210825
RR,202007,102686,289013,84907,263500,14269,45103,51635,165791,65904,210894
RR,202008,103250,290063,85353,264359,14343,45244,51805,166058,66148,211302
RR,202009,103569,290644,85603,264853,14378,45301,51892,166178,66270,211479
RR,202010,104048,291324,85927,265312,14413,45330,52022,166264,66435,211594
RR,202011,99731,280638,82716,256341,13677,43131,50837,163120,64514,206251
RR,202012,100096,281129,82994,256691,13701,43141,51013,163344,64714,206485
RS,201401,1155973,3435752,966559,3080631,268089,927351,418690,1321644,686779,2248995
RS,201402,1163982,3450204,969046,3083926,267922,925487,417421,1314783,685343,2240270
RS,201403,1174979,3470513,972734,3089570,267579,922089,415948,1306620,683527,2228709
RS,201404,1183154,3485734,975751,3094211,267352,919742,414749,1299568,682101,2219310
RS,201405,1191206,3499943,978195,3097399,265754,905706,445102,1399929,710856,2305635
RS,201406,1201369,3516801,981057,3100281,265582,903323,444332,1393700,709914,2297023
RS,201407,1209648,3530279,983198,3101958,265450,901472,443813,1388615,709263,2290087
RS,201408,1220231,3548600,986148,3105376,265541,900411,443340,1383143,708881,2283554
RS,201409,1228276,3555977,988025,3100822,265637,897757,442151,1374333,707788,2272090
RS,201410,1237473,3580463,991221,3112764,265819,899390,442014,1373035,707833,2272425
RS,201411,1243073,3589127,992505,3112649,265429,897210,441158,1367666,706587,2264876
RS,201412,1249578,3599335,993908,3112927,264899,894628,439685,1360572,704584,2255200
RS,201501,1087639,3103709,854023,2674188,201528,692488,378486,1163928,580014,1856416
RS,201502,1094731,3118701,856766,2680625,201969,693172,377609,1160167,579578,1853339
RS,201503,1103879,3137182,860126,2687289,202812,694575,375569,1151633,578381,1846208
RS,201504,1111455,3152687,863161,2693640,203523,696028,374010,1144354,577533,1840382
RS,201505,1120328,3170050,866477,2699681,203406,694350,372197,1135956,575603,1830306
RS,201506,1126148,3180527,867794,2700366,203081,691728,368011,1119969,571092,1811697
RS,201507,1079789,3037516,822893,2557039,188595,640427,345511,1047977,534106,1688404
RS,201508,1087747,3054843,825784,2563228,188990,640541,342296,1034872,531286,1675413
RS,201509,1093658,3066982,828107,2567971,190083,643454,339496,1024105,529579,1667559
RS,201510,1098904,3077309,830107,2571548,190908,645268,337321,1015588,528229,1660856
RS,201511,1104193,3087730,832333,2575785,191523,646248,336680,1012110,528203,1658358
RS,201512,1111069,3101432,834704,2580194,192174,647643,336212,1008416,528386,1656059
RS,201601,1038866,2928382,801475,2495285,179159,608621,307431,939854,486590,1548475
RS,201602,1044051,2939284,803860,2500452,179543,609548,308588,942103,488131,1551651
RS,201603,1051191,2954894,807498,2508878,180070,610528,310215,945485,490285,1556013
RS,201604,1059965,2973638,812390,2519635,180235,609986,313008,951564,493243,1561550
RS,201605,1066989,2988908,816298,2528528,180480,610138,315174,956159,495654,1566297
RS,201606,1073782,3002159,818662,2532340,186394,633736,332859,1016268,519253,1650004
RS,201607,1081704,3018635,822506,2540192,186318,631940,333352,1015113,519670,1647053
RS,201608,1087454,3029826,824232,2542852,180624,605894,313571,944736,494195,1550630
RS,201609,1092325,3039730,787483,2447800,180651,604723,313091,941636,493742,1546359
RS,201610,1097735,3050228,787148,2445080,180541,602877,311546,934201,492087,1537078
RS,201611,1101415,3058255,786486,2443104,180894,603248,309673,927458,490567,1530706
RS,201612,1015986,2848821,725158,2271321,167901,561630,288363,868566,456264,1430196
RS,201701,1021022,2859942,780837,2413679,171153,578750,309121,936930,480274,1515680
RS,201702,1026645,2871749,783797,2420169,171134,577858,310966,941334,482100,1519192
RS,201703,1033227,2885903,787532,2428642,171382,577591,313111,946677,484493,1524268
RS,201704,1042964,2905697,793203,2440542,171556,576258,316430,954060,487986,1530318
RS,201705,1051716,2923613,798336,2451209,171739,575152,318878,958616,490617,1533768
RS,201706,1059210,2936866,802187,2456921,171826,573485,318839,953896,490665,1527381
RS,201707,1069764,2957092,807565,2466809,172563,573942,320862,956276,493425,1530218
RS,201708,1078890,2975056,811705,2475076,172968,573658,322209,958192,495177,1531850
RS,201709,922605,2553053,693266,2123920,146634,487173,286745,860728,433379,1347901
RS,201710,938756,2586058,701430,2142493,147391,488224,291589,871784,438980,1360008
RS,201711,957258,2621995,709867,2161420,148172,489469,296670,883414,444842,1372883
RS,201712,979621,2663573,718350,2180215,148623,489879,301387,893156,450010,1383035
RS,201801,997819,2697658,728381,2203880,148849,489477,304441,898138,453290,1387615
RS,201802,1011614,2725010,734914,2217994,149209,489625,307931,905054,457140,1394679
RS,201803,955020,2572927,691515,2086540,136970,448556,295944,868417,432914,1316973
RS,201804,969287,2603316,699879,2105545,137784,450113,300828,878900,438612,1329013
RS,201805,985795,2638359,709877,2128150,138575,451086,307037,892731,445612,1343817
RS,201806,996473,2660229,716158,2141962,138877,450976,310184,898648,449061,1349624
RS,201807,1004804,2676067,721229,2151592,142379,461491,316155,914607,458534,1376098
RS,201808,928310,2467618,669988,1992550,133564,431783,310174,896621,443738,1328404
RS,201809,942523,2497016,677883,2009851,134573,433847,312805,899198,447378,1333045
RS,201810,960019,2534106,687694,2032187,133405,429296,313233,892269,446638,1321565
RS,201811,974567,2562653,694642,2047146,133740,429344,315722,895281,449462,1324625
RS,201812,929860,2432926,658777,1937140,123468,396194,304762,863581,428230,1259775
RS,201901,944862,2463055,670064,1966719,125399,401742,311949,884720,437348,1286462
RS,201902,956680,2488369,676725,1982237,125909,402674,315586,892245,441495,1294919
RS,201903,967104,2510433,683025,1996104,126401,403506,318473,896767,444874,1300273
RS,201904,949280,2464789,667770,1953090,121194,386674,313267,883350,434461,1270024
RS,201905,961614,2490572,675011,1969623,121839,388132,317357,891267,439196,1279399
RS,201906,975613,2519836,683223,1988505,122662,389804,321752,900412,444414,1290216
RS,201907,988067,2544307,689607,2002659,123318,391202,324264,904316,447582,1295518
RS,201908,1003955,2575372,696282,2017426,123837,391973,327126,908394,450963,1300367
RS,201909,949696,2409833,651495,1875763,113790,359218,317668,879510,431458,1238728
RS,201910,966618,2446373,660438,1897570,114817,361454,321736,887736,436553,1249190
RS,201911,979796,2474854,667606,1915089,115266,362062,325885,897299,441151,1259361
RS,201912,994150,2505891,674973,1933373,115727,362925,329794,906283,445521,1269208
RS,202001,1003938,2525990,689902,1969076,115947,363362,332122,911521,448069,1274883
RS,202002,963159,2415798,662413,1890296,110580,346480,328295,901236,438875,1247716
RS,202003,977455,2447012,670967,1908915,111256,347901,331657,908930,442913,1256831
RS,202004,983572,2458968,675441,1918029,111892,349235,333947,913255,445839,1262490
RS,202005,995087,2480937,684983,1937290,113130,351465,338987,923006,452117,1274471
RS,202006,1006561,2503500,694139,1956154,114318,353740,343673,931696,457991,1285436
RS,202007,1015760,2521088,701362,1970363,115145,355119,347491,938689,462636,1293808
RS,202008,1025660,2540105,709020,1985523,116127,356925,351535,945977,467662,1302902
RS,202009,1033365,2554167,714702,1996176,116875,358185,354384,950335,471259,1308520
RS,202010,1042796,2572082,721336,2009235,117637,359243,357872,956564,475509,1315807
RS,202011,998836,2461469,693768,1930832,112031,341458,349581,935733,461612,1277191
RS,202012,1006071,2476023,699010,1941881,112873,343198,352217,940904,465090,1284102
SC,201401,488364,1564022,381775,1341006,115422,448252,118234,397524,233656,845776
SC,201402,491803,1570606,382586,1341968,115057,446417,118094,395973,233151,842390
SC,201403,498172,1583732,384525,1345574,114526,443470,118197,394478,232723,837948
SC,201404,502419,1591174,385265,1345632,113726,439372,118086,392690,231812,832062
SC,201405,505956,1597671,385952,1346020,116417,447115,129324,434341,245741,881456
SC,201406,511394,1607412,386658,1345637,115541,443040,129201,432337,244742,875377
SC,201407,512678,1605125,384392,1335728,113947,436630,127907,426527,241854,863157
SC,201408,518774,1617613,385925,1338002,113476,433941,127817,424350,241293,858291
SC,201409,522275,1618915,386337,1332969,113156,430741,127012,418724,240168,849465
SC,201410,526675,1633481,387428,1339496,113150,431817,126769,417835,239919,849652
SC,201411,529783,1639255,388002,1339567,112862,430076,126363,415432,239225,845508
SC,201412,532711,1644860,388360,1339093,112629,428775,125798,412264,238427,841039
SC,201501,461282,1397661,330896,1129900,83599,321988,106213,341369,189812,663357
SC,201502,463684,1402688,331527,1131209,83627,321761,105864,339617,189491,661378
SC,201503,466974,1408877,332257,1131873,83409,320043,105454,337078,188863,657121
SC,201504,469588,1413987,332843,1132447,83186,318425,105123,335183,188309,653608
SC,201505,473580,1422664,334092,1135091,82889,316753,104844,333218,187733,649971
SC,201506,476607,1428513,334557,1135113,82357,313934,103566,327771,185923,641705
SC,201507,448831,1337750,310610,1050519,74292,281982,96358,302631,170650,584613
SC,201508,453493,1349304,312153,1054825,74128,280771,95760,299711,169888,580482
SC,201509,456223,1355540,312992,1056551,73967,279703,95108,296461,169075,576164
SC,201510,458559,1360769,313728,1057970,74001,279501,94647,294072,168648,573573
SC,201511,460113,1363507,313913,1057434,73772,278150,94292,292261,168064,570411
SC,201512,461245,1365947,313882,1056556,73519,276882,94278,291663,167797,568545
SC,201601,421069,1260582,297393,1009773,66924,253555,80896,259479,147820,513034
SC,201602,423127,1265144,298337,1012086,67060,253881,81499,261048,148559,514929
SC,201603,426991,1274390,300438,1017604,67341,254501,82621,263906,149962,518407
SC,201604,431358,1285442,302928,1024531,67613,255174,83943,267489,151556,522663
SC,201605,435653,1295929,305398,1031257,67820,255376,85192,270897,153012,526273
SC,201606,440049,1306766,307348,1036562,73041,275945,91745,295201,164786,571146
SC,201607,444702,1318373,309760,1043218,73258,276187,92496,296526,165754,572713
SC,201608,447846,1325648,311223,1046702,68058,254198,86400,272065,154458,526263
SC,201609,450664,1332116,292783,994576,68171,254188,86727,272103,154898,526291
SC,201610,453699,1339139,293236,995371,67986,252790,86523,270331,154509,523121
SC,201611,455718,1343551,293138,994928,67816,251775,86459,269642,154275,521417
SC,201612,421848,1254107,270863,926939,63311,235776,80765,253410,144076,489186
SC,201701,423162,1257167,298440,1004369,67914,254702,87337,277898,155251,532600
SC,201702,425738,1263050,299997,1008077,67930,254479,88462,280820,156392,535299
SC,201703,429316,1271690,302101,1013547,68175,254992,89663,284003,157838,538995
SC,201704,433460,1280779,304519,1018955,68277,254317,91124,287678,159401,541995
SC,201705,437321,1289369,306818,1024241,68311,253679,92239,289792,160550,543471
SC,201706,440288,1295216,308316,1026857,68176,252103,92327,288404,160503,540507
SC,201707,445389,1306680,311007,1033269,68413,251979,93304,289884,161717,541863
SC,201708,448849,1313536,312426,1035879,68247,250890,94322,291827,162569,542717
SC,201709,373732,1094893,260318,866012,56902,209983,84376,263036,141278,473019
SC,201710,381327,1112082,263973,875495,57193,210565,86417,268117,143610,478682
SC,201711,387862,1126842,266930,883080,57445,210981,88025,272107,145470,483088
SC,201712,395391,1143007,269825,890149,57588,211009,89453,275594,147041,486603
SC,201801,398444,1149151,272707,897712,57539,210469,89937,276153,147476,486622
SC,201802,402046,1157257,274637,902259,57618,210289,91030,278481,148648,488770
SC,201803,380309,1094264,258876,849773,52979,192798,87728,267723,140707,460521
SC,201804,386843,1110154,262759,860101,53556,194180,89508,272033,143064,466213
SC,201805,394202,1128344,267167,871820,54010,194986,91779,277951,145789,472937
SC,201806,399387,1141060,270093,879763,54346,195659,92844,280425,147190,476084
SC,201807,404778,1153465,273120,887166,56409,203032,95208,287131,151617,490163
SC,201808,367805,1045844,250277,809507,53256,191356,93908,283289,147164,474645
SC,201809,375537,1064274,254316,820322,53748,192398,95180,285921,148928,478319
SC,201810,385468,1087997,259548,834201,52755,187843,95758,284637,148513,472480
SC,201811,392451,1103117,262677,841489,53040,188512,96591,285045,149631,473557
SC,201812,371528,1039027,246820,788733,48773,173567,93394,275662,142167,449229
SC,201901,376295,1050210,251833,803277,50248,178811,95741,283234,145989,462045
SC,201902,382385,1064735,255198,812096,50622,179700,97239,286654,147861,466354
SC,201903,389119,1081369,259135,822734,51083,180780,98634,289736,149717,470516
SC,201904,384507,1068049,254690,809062,49316,174854,97468,286698,146784,461552
SC,201905,391345,1084226,258791,819923,49779,176002,99241,290576,149020,466578
SC,201906,398607,1101246,263059,831173,50329,177637,101185,295049,151514,472686
SC,201907,405076,1116250,266705,840861,50844,179108,102395,297400,153239,476508
SC,201908,413066,1134582,270501,850808,51440,180720,103474,299090,154914,479810
SC,201909,389492,1058435,251458,785680,47418,166477,100166,288884,147584,455361
SC,201910,398552,1080549,256373,799426,48234,168967,101957,292772,150191,461739
SC,201911,405056,1096634,260067,809744,48681,170400,103631,296847,152312,467247
SC,201912,411361,1112099,263484,819344,49225,172030,104928,300038,154153,472068
SC,202001,414112,1118323,270462,837025,49328,172380,105540,301373,154868,473753
SC,202002,393865,1059766,257537,796797,47301,165156,104195,297858,151496,463014
SC,202003,401757,1079307,262534,809002,47903,166878,105838,301730,153741,468608
SC,202004,403481,1083238,263700,811787,48032,167139,106437,303124,154469,470263
SC,202005,408899,1095947,268241,822923,48486,168096,108962,308987,157448,477083
SC,202006,413952,1108373,272505,833844,49090,169571,111026,313714,160116,483285
SC,202007,417921,1117903,275769,842019,49451,170459,112729,317612,162180,488071
SC,202008,422155,1127866,278969,849867,49783,171133,114380,321224,164163,492357
SC,202009,425777,1136334,281665,856467,50042,171529,115758,324220,165800,495749
SC,202010,430672,1147660,285054,864831,50295,171998,117396,327705,167691,499703
SC,202011,407935,1087219,271103,822192,47504,162818,114140,319314,161644,482132
SC,202012,412250,1097563,274018,829534,47878,163742,115467,322240,163345,485982
SE,201401,439274,1303609,407519,1256673,66297,219337,277259,862492,343556,1081829
SE,201402,442279,1308121,409430,1259359,66706,219944,277389,860682,344095,1080626
SE,201403,445810,1313414,411438,1262209,67294,220592,277104,857998,344398,1078590
SE,201404,448642,1317393,413126,1264365,67460,220289,276906,855212,344366,1075501
SE,201405,451359,1320866,414626,1266051,65576,209964,285949,882865,351525,1092829
SE,201406,452438,1319693,414322,1262713,65303,208762,285093,878355,350396,1087117
SE,201407,454433,1322381,415416,1264027,65340,208643,285403,877785,350743,1086428
SE,201408,458193,1328359,417816,1267915,65848,209601,286102,877641,351950,1087242
SE,201409,460215,1330238,418959,1268451,66447,210754,285601,874390,352048,1085144
SE,201410,462655,1335843,420620,1272729,66972,212347,285901,874607,352873,1086954
SE,201411,464978,1339879,422047,1275394,67477,213702,286006,874017,353483,1087719
SE,201412,466805,1342973,423030,1277172,67930,214869,285727,872433,353657,1087302
SE,201501,437224,1266608,398515,1209623,59129,189573,273305,838112,332434,1027685
SE,201502,438389,1268318,398871,1209949,59355,190080,272739,836063,332094,1026143
SE,201503,440571,1272284,400118,1212472,60038,191785,272204,833714,332242,1025499
SE,201504,442318,1275402,401219,1214559,60643,193395,271793,831529,332436,1024924
SE,201505,444575,1279171,402606,1217030,60713,193270,271728,830043,332441,1023313
SE,201506,445830,1279879,402826,1215810,61226,194559,267943,815437,329169,1009996
SE,201507,435514,1252812,393505,1189443,60012,191097,259082,786931,319094,978028
SE,201508,437544,1256203,394313,1190690,61183,194423,256090,776148,317273,970571
SE,201509,439458,1258993,395004,1191367,62172,197297,253966,768730,316138,966027
SE,201510,440969,1260769,395718,1191834,63143,200218,252235,762188,315378,962406
SE,201511,442638,1263119,396648,1193040,63443,200727,252073,761004,315516,961731
SE,201512,444761,1266142,397735,1194310,63544,200560,252294,760564,315838,961124
SE,201601,435025,1247561,393649,1186206,61995,196734,247334,751256,309329,947990
SE,201602,437140,1251117,395096,1188701,61522,195261,249133,755168,310655,950429
SE,201603,439846,1255550,397138,1192070,60879,192713,251546,760597,312425,953310
SE,201604,443611,1260750,400077,1196125,60215,189805,254502,766412,314717,956217
SE,201605,446827,1265959,402361,1199968,59836,188032,256635,771047,316471,959079
SE,201606,450398,1270603,404195,1201969,59667,191663,265173,795038,324840,986701
SE,201607,453428,1274749,405978,1204215,59207,189388,266110,795807,325317,985195
SE,201608,456323,1277816,407546,1205096,60138,185784,257646,767875,317784,953659
SE,201609,459199,1281607,400743,1188803,60667,186209,258372,768295,319039,954504
SE,201610,461693,1284112,401757,1188621,61280,186965,258205,765105,319485,952070
