ibge,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
315560,202107,6493,19041,5528,17323,321,941,3749,11922,4070,12863
315570,202107,2153,5632,1711,4891,161,503,882,2435,1043,2938
315580,202107,3176,7298,2456,6170,344,916,986,2366,1330,3282
315590,202107,945,2294,735,1978,54,178,472,1189,526,1367
315600,202107,2588,7775,1826,6283,302,939,888,3276,1190,4215
315610,202107,1023,2519,772,2075,103,345,363,840,466,1185
315620,202107,537,1391,410,1204,46,147,225,665,271,812
315630,202107,1082,2788,827,2329,116,364,411,1055,527,1419
315640,202107,359,870,268,756,28,100,166,446,194,546
315645,202107,1018,2578,711,2080,151,481,191,522,342,1003
315650,202107,1727,4089,1396,3630,41,118,1119,2841,1160,2959
315660,202107,2481,6054,1858,4984,90,272,1346,3475,1436,3747
315670,202107,14335,38082,10988,32130,2010,6165,5113,14241,7123,20406
315680,202107,3277,9111,2438,7539,251,923,1392,4067,1643,4990
315690,202107,3727,8923,2291,6499,483,1370,593,1834,1076,3204
315700,202107,8576,22912,6508,18912,973,2961,2935,8134,3908,11095
315710,202107,1894,4545,1361,3752,52,174,957,2567,1009,2741
315720,202107,4515,12256,3751,10887,176,665,2662,7422,2838,8087
315725,202107,2293,5786,1759,4934,222,588,1058,3119,1280,3707
315727,202107,577,1457,441,1239,51,174,193,513,244,687
315730,202107,607,1808,530,1661,92,328,177,486,269,814
315733,202107,1335,3305,1002,2760,151,469,378,969,529,1438
315737,202107,1200,3267,945,2773,26,99,678,1907,704,2006
315740,202107,824,2252,667,1935,63,207,448,1217,511,1424
315750,202107,1274,3292,1020,2895,93,274,638,1828,731,2102
315760,202107,1180,2723,1028,2516,48,154,852,2030,900,2184
315765,202107,2012,5167,1655,4700,28,103,1470,4160,1498,4263
315770,202107,1040,2806,807,2480,317,1067,160,436,477,1503
315780,202107,31617,83970,26442,74799,1378,4762,18355,49318,19733,54080
315790,202107,3679,11086,3136,10086,307,1026,1924,6333,2231,7359
315800,202107,1343,4454,1012,3645,134,547,371,1158,505,1705
315810,202107,1328,3276,1095,2880,60,180,847,2151,907,2331
315820,202107,2656,6889,2121,6143,197,591,1490,4334,1687,4925
315830,202107,1247,3618,843,2728,87,302,271,741,358,1043
315840,202107,910,2149,643,1683,46,151,342,806,388,957
315850,202107,1225,3466,968,3024,176,568,485,1440,661,2008
315860,202107,502,1400,353,1140,55,194,124,350,179,544
315870,202107,484,1273,386,1115,26,82,271,752,297,834
315880,202107,1147,2854,796,2233,92,281,234,612,326,893
315890,202107,1738,4819,1411,4370,345,1190,705,2156,1050,3346
315895,202107,6459,17150,4865,14063,450,1456,2531,6803,2981,8259
315900,202107,829,2095,714,1933,63,172,528,1399,591,1571
315910,202107,539,1442,453,1308,70,195,297,864,367,1059
315920,202107,1477,3697,846,2518,126,449,280,737,406,1186
315930,202107,1130,2458,771,1948,139,327,346,890,485,1217
315935,202107,895,2644,714,2296,135,461,260,820,395,1281
315940,202107,622,1666,493,1472,64,197,262,753,326,950
315950,202107,1165,3186,964,2859,90,259,742,2204,832,2463
315960,202107,5756,15791,3956,12191,1051,3541,527,1142,1578,4683
315970,202107,591,1547,470,1386,59,176,309,931,368,1107
315980,202107,4395,9281,2463,6178,452,1198,956,2186,1408,3384
315990,202107,3632,9168,2844,7814,330,927,1560,4136,1890,5063
316000,202107,653,1577,502,1357,52,170,268,686,320,856
316010,202107,826,2218,619,1858,58,190,319,857,377,1047
316020,202107,961,2789,769,2415,111,390,424,1242,535,1632
316030,202107,2798,7689,2156,6529,240,731,1371,4237,1611,4968
316040,202107,2624,7309,1956,6052,313,1121,565,1518,878,2639
316045,202107,2110,5339,1941,5133,78,148,1698,4598,1776,4746
316050,202107,416,1122,328,980,51,139,177,494,228,633
316060,202107,701,1686,515,1440,18,74,367,983,385,1057
316070,202107,5585,15075,4567,13193,805,2308,2108,5908,2913,8216
316080,202107,766,2330,597,1990,146,528,91,252,237,780
316090,202107,422,1165,329,986,43,137,170,464,213,601
316095,202107,1337,4059,1044,3322,266,902,379,1136,645,2038
316100,202107,2535,7211,1861,5821,306,1050,708,2003,1014,3053
316105,202107,857,2213,701,1965,44,137,480,1379,524,1516
316110,202107,14233,39571,11923,35720,828,2757,8257,24360,9085,27117
316120,202107,1280,3473,843,2494,124,385,277,645,401,1030
316130,202107,1268,2852,841,2150,65,187,507,1249,572,1436
316140,202107,1259,3290,794,2416,87,286,371,1110,458,1396
316150,202107,2145,4680,1717,4089,208,612,778,1749,986,2361
316160,202107,1048,2759,842,2385,36,117,603,1669,639,1786
316165,202107,891,2127,704,1844,112,334,400,985,512,1319
316170,202107,1250,3028,948,2580,35,106,678,1764,713,1870
316180,202107,1496,4130,1036,3221,153,539,245,686,398,1225
316190,202107,2770,7697,1666,5086,238,766,658,1775,896,2541
316200,202107,3354,9423,2581,8085,548,1835,817,2460,1365,4295
316210,202107,4838,13967,3444,10709,1132,3887,195,470,1327,4357
316220,202107,660,1969,449,1513,90,345,50,192,140,537
316225,202107,1609,3602,1209,2976,49,178,924,2120,973,2298
316230,202107,443,1186,342,1012,59,186,167,488,226,674
316240,202107,5689,16151,4977,14892,359,1145,3771,11130,4130,12275
316245,202107,3266,10034,2971,9550,102,547,2391,7358,2493,7905
316250,202107,11049,25914,8203,21429,1638,4600,3117,8045,4755,12645
316255,202107,2949,8021,2588,7459,106,304,1971,5756,2077,6060
316257,202107,1434,3384,1047,2722,94,260,662,1635,756,1895
316260,202107,2317,5558,1838,4811,215,548,987,2641,1202,3189
316265,202107,1158,3068,906,2637,16,58,688,1963,704,2021
316270,202107,3820,11415,3288,10285,487,1600,1689,5065,2176,6665
316280,202107,3025,8205,2582,7406,334,1023,1421,3950,1755,4973
316290,202107,3635,9831,2948,8555,354,1117,1185,3299,1539,4416
316292,202107,5379,13954,4324,12240,551,1616,2745,7499,3296,9115
316294,202107,876,2541,664,2179,117,453,174,526,291,979
316295,202107,3435,9457,2807,8379,146,539,1974,5615,2120,6154
316300,202107,1038,2853,832,2534,35,116,596,1793,631,1909
316310,202107,816,2153,548,1675,117,411,107,272,224,683
316320,202107,701,1908,550,1676,55,196,270,799,325,995
316330,202107,1109,2803,852,2377,54,173,649,1761,703,1934
316340,202107,1011,2668,755,2210,82,296,418,1161,500,1457
316350,202107,1364,3712,1128,3316,155,460,681,1990,836,2450
316360,202107,647,1689,539,1514,48,145,403,1129,451,1274
316370,202107,5671,14227,4350,11928,601,1913,2062,5042,2663,6955
316380,202107,1771,4219,1400,3683,58,119,967,2563,1025,2682
316390,202107,799,2128,571,1730,237,815,82,212,319,1027
316400,202107,1227,3402,811,2583,102,357,285,806,387,1163
316410,202107,1152,3115,966,2835,57,185,780,2235,837,2420
316420,202107,1995,5331,1739,5002,39,135,1437,4054,1476,4189
316430,202107,899,2282,603,1782,98,332,245,654,343,986
316440,202107,843,2543,677,2249,118,450,192,577,310,1027
316443,202107,562,1537,411,1248,99,344,100,284,199,628
316447,202107,2091,5425,1818,4996,23,77,1596,4326,1619,4403
316450,202107,2215,6498,1703,5439,248,834,970,3021,1218,3855
316460,202107,1295,3252,1059,2886,115,345,695,1811,810,2156
316470,202107,7246,20311,5280,16223,789,2693,2124,5924,2913,8617
316480,202107,203,542,175,505,53,146,71,206,124,352
316490,202107,334,885,235,703,39,123,79,199,118,322
316500,202107,1248,3788,828,2797,173,641,186,579,359,1220
316510,202107,815,2567,650,2237,104,366,336,1160,440,1526
316520,202107,1401,3318,1099,2832,122,386,600,1395,722,1781
316530,202107,1160,2980,840,2407,84,312,438,1121,522,1433
316540,202107,963,2387,773,2099,104,308,420,1039,524,1347
316550,202107,1378,3939,1187,3593,40,148,929,2782,969,2930
316553,202107,4548,13067,3299,10126,441,1487,1349,3646,1790,5133
316555,202107,2741,8154,2464,7777,90,299,2088,6629,2178,6928
316556,202107,530,1293,407,1071,24,66,252,597,276,663
316557,202107,1088,3272,947,3050,307,1079,344,1056,651,2135
316560,202107,346,940,244,788,37,134,98,296,135,430
316570,202107,1389,3874,1157,3456,288,855,384,1208,672,2063
316580,202107,404,844,254,606,34,88,131,293,165,381
316590,202107,1379,3460,965,2668,216,520,450,1232,666,1752
316600,202107,952,2868,812,2581,129,424,407,1291,536,1715
316610,202107,601,1847,491,1672,54,230,292,962,346,1192
316620,202107,2180,5532,1911,5154,84,244,1539,4139,1623,4383
316630,202107,1611,4698,1335,4184,347,1097,507,1764,854,2861
316640,202107,141,366,113,328,16,57,54,132,70,189
316650,202107,1085,3279,869,2942,83,307,545,1848,628,2155
316660,202107,195,470,80,237,9,31,15,29,24,60
316670,202107,1805,4488,1368,3806,345,1001,437,1176,782,2177
316680,202107,2333,5856,1737,4738,103,299,1293,3442,1396,3741
316690,202107,1456,4009,1102,3373,179,590,486,1431,665,2021
316695,202107,1046,2970,869,2659,28,102,603,1826,631,1928
316700,202107,412,927,339,844,14,40,273,656,287,696
316710,202107,3279,10321,2581,8893,426,1587,1175,3933,1601,5520
316720,202107,21634,57636,16152,47270,2665,8314,7149,19665,9814,27979
316730,202107,485,1244,389,1071,36,128,200,507,236,635
316740,202107,783,2206,677,2039,73,254,429,1304,502,1558
316750,202107,410,1162,314,984,72,233,127,378,199,611
316760,202107,3514,11050,2945,9934,1138,4197,726,2315,1864,6512
316770,202107,1655,3633,1255,3102,29,81,1019,2573,1048,2654
316780,202107,558,1607,442,1385,161,542,92,261,253,803
316790,202107,758,2016,554,1613,99,320,161,432,260,752
316800,202107,6607,18078,5304,15724,642,2080,2541,7341,3183,9421
316805,202107,1076,2320,868,2092,56,156,674,1626,730,1782
316810,202107,630,1725,454,1396,77,262,255,756,332,1018
316820,202107,316,751,171,489,19,69,72,191,91,260
316830,202107,838,2122,667,1852,73,205,413,1143,486,1348
316840,202107,2858,7155,2273,6195,175,573,1622,4217,1797,4790
316850,202107,2005,5141,1477,4206,228,710,687,1831,915,2541
316860,202107,20391,50905,14978,42800,2231,7377,6937,19184,9168,26561
316870,202107,8237,21809,6168,17867,866,2740,2868,7745,3734,10485
316880,202107,1002,2633,820,2368,139,442,436,1199,575,1641
316890,202107,1193,2629,725,2014,83,300,468,1221,551,1521
316900,202107,2424,6357,1913,5363,390,1165,587,1548,977,2713
316905,202107,521,1530,418,1329,111,381,168,540,279,921
316910,202107,906,2325,552,1701,124,418,51,146,175,564
316920,202107,1836,4411,1313,3644,203,607,678,1832,881,2439
316930,202107,8300,23183,6271,19556,1442,4802,1738,5083,3180,9885
316935,202107,4262,11260,3135,9178,540,1725,1268,3446,1808,5171
316940,202107,6632,19029,5173,16078,733,2479,2220,6386,2953,8865
316950,202107,1971,4480,1533,3885,40,120,1284,3214,1324,3334
316960,202107,5243,11587,3783,9631,360,998,2583,6431,2943,7429
316970,202107,3959,10814,3423,9836,492,1446,1508,4097,2000,5543
316980,202107,703,2072,534,1752,168,617,73,239,241,856
316990,202107,12716,33314,9459,26839,2209,6787,1591,4125,3800,10912
317000,202107,2525,7281,2211,6829,170,427,1648,5175,1818,5602
317005,202107,2641,7196,2105,6135,326,987,1151,3288,1477,4275
317010,202107,25058,58039,15952,44194,2899,8923,6409,17878,9308,26801
317020,202107,63519,149545,38100,105812,6790,20640,12533,32075,19323,52715
317030,202107,700,1815,551,1610,13,47,426,1232,439,1279
317040,202107,11355,28052,8010,22384,1679,5052,2837,8137,4516,13189
317043,202107,902,1989,651,1638,48,124,481,1189,529,1313
317047,202107,1194,2857,827,2273,67,206,536,1412,603,1618
317050,202107,1242,3761,909,2987,120,431,370,1051,490,1482
317052,202107,2426,6571,1957,5824,268,774,1213,3646,1481,4420
317057,202107,2016,4526,1495,3719,31,109,1067,2582,1098,2691
317060,202107,528,1349,333,958,42,128,134,342,176,470
317065,202107,1166,3379,959,2979,59,173,608,1803,667,1976
317070,202107,7583,20749,5548,16856,916,3107,1872,5322,2788,8429
317075,202107,958,2424,716,2023,86,274,372,964,458,1238
317080,202107,6435,14684,4793,12113,1192,3292,1723,4213,2915,7505
317090,202107,4923,13865,4363,12966,291,774,3242,9712,3533,10486
317100,202107,2703,6334,1768,4805,405,1129,650,1749,1055,2878
317103,202107,2337,5929,1999,5449,69,300,1603,4205,1672,4505
317107,202107,1496,3907,1141,3258,72,232,692,1789,764,2021
317110,202107,677,1565,350,1053,65,224,106,328,171,552
317115,202107,1102,3124,944,2830,68,186,627,1889,695,2075
317120,202107,16725,43792,13692,38934,1037,3517,8861,23960,9898,27477
317130,202107,11968,27310,7926,20735,1163,3369,2888,7417,4051,10786
317140,202107,939,2211,737,1902,50,143,506,1326,556,1469
317150,202107,991,2355,760,2062,28,87,605,1612,633,1699
317160,202107,3675,8593,2459,6692,132,385,1366,3836,1498,4221
317170,202107,1865,4609,1374,3770,171,558,673,1632,844,2190
317180,202107,2049,6224,1508,4934,278,951,401,1189,679,2140
317190,202107,1223,3263,906,2738,208,610,394,1192,602,1802
317200,202107,6234,16326,4682,13246,1011,3061,1144,2949,2155,6010
317210,202107,1225,2904,952,2535,25,89,702,1899,727,1988
317220,202107,273,815,236,748,48,166,106,334,154,500
320010,202107,4780,13624,3798,11648,418,1420,2342,6939,2760,8359
320013,202107,2145,5666,1498,4409,234,697,671,2062,905,2759
320016,202107,3072,7726,2429,6755,200,521,1750,4898,1950,5419
320020,202107,4185,10644,3116,8802,616,1936,1201,3448,1817,5384
320030,202107,1790,4916,1188,3698,212,708,422,1249,634,1957
320035,202107,1997,5311,1637,4705,386,1228,766,2105,1152,3333
320040,202107,4526,12506,3768,11143,511,1569,2109,5987,2620,7556
320050,202107,1786,4027,1545,3691,186,519,918,2115,1104,2634
320060,202107,14101,37608,10507,30359,1583,4925,4885,13108,6468,18033
320070,202107,1675,4542,1206,3617,198,670,479,1303,677,1973
320080,202107,5967,15071,4185,11529,814,2359,1530,3967,2344,6326
320090,202107,8941,23302,5943,17182,1327,4084,2105,5636,3432,9720
320100,202107,3289,8699,2695,7684,432,1310,1426,4061,1858,5371
320110,202107,2211,5055,1542,3997,193,533,826,2030,1019,2563
320115,202107,2088,6470,1786,5968,763,2676,504,1761,1267,4437
320120,202107,25684,64375,18162,50910,2460,7380,8627,22739,11087,30119
320130,202107,51523,138600,42516,122375,5013,15737,25508,70746,30521,86483
320140,202107,3819,10280,2575,7815,361,1278,1082,3170,1443,4448
320150,202107,14669,37367,10587,29672,2573,7950,1555,3894,4128,11844
320160,202107,6594,17903,4912,14706,762,2467,2152,6310,2914,8777
320170,202107,1832,5138,1334,4144,359,1091,484,1623,843,2714
320180,202107,710,2218,567,1941,197,734,151,455,348,1189
320190,202107,3019,9396,2324,7872,568,2059,568,1767,1136,3826
320200,202107,1402,3721,959,2926,211,717,329,976,540,1693
320210,202107,4519,11320,3477,9556,562,1656,1785,4663,2347,6319
320220,202107,3431,8663,2660,7401,373,1130,1501,3917,1874,5047
320225,202107,1433,4380,1028,3430,350,1269,205,670,555,1939
320230,202107,5431,14568,4123,12362,846,2747,1554,4507,2400,7254
320240,202107,17346,43131,12984,36151,3161,9570,3960,10872,7121,20442
320245,202107,3247,9372,2522,7910,854,2846,402,1222,1256,4068
320250,202107,2710,7310,1829,5277,401,1285,574,1436,975,2721
320255,202107,1991,6043,1708,5522,425,1429,778,2564,1203,3993
320260,202107,1491,4120,904,2819,179,605,216,557,395,1162
320265,202107,2519,7663,2025,6659,857,3045,294,933,1151,3978
320270,202107,2337,6574,1806,5523,455,1517,610,1856,1065,3373
320280,202107,7729,20159,6323,17768,1194,3617,3187,8658,4381,12275
320290,202107,1419,4146,923,2982,242,847,222,681,464,1528
320300,202107,3987,11673,3159,9993,862,2974,913,2702,1775,5676
320305,202107,5380,14917,4168,12541,741,2432,2024,5904,2765,8336
320310,202107,2374,6346,1667,4882,293,914,730,2003,1023,2917
320313,202107,2561,6220,1732,4715,334,996,480,1155,814,2151
320316,202107,1585,4413,1299,3922,204,621,740,2237,944,2858
320320,202107,23438,60115,16726,48468,3822,11486,5858,17012,9680,28498
320330,202107,3044,8115,2370,6903,414,1249,1246,3656,1660,4905
320332,202107,8577,22650,6816,19384,1424,4326,3025,8349,4449,12675
320334,202107,1855,5115,1295,3977,270,987,313,724,583,1711
320335,202107,1616,4627,1154,3575,227,816,322,916,549,1732
320340,202107,5158,12526,4265,11220,518,1450,2481,6586,2999,8036
320350,202107,5667,13632,4013,10703,435,1290,2205,5440,2640,6730
320360,202107,1479,3770,1097,3065,141,390,520,1403,661,1793
320370,202107,2681,8061,1976,6542,589,2100,582,1893,1171,3993
320380,202107,2786,7229,2308,6456,266,796,1425,3894,1691,4690
320390,202107,7658,20081,5633,16090,1142,3489,2246,5979,3388,9468
320400,202107,3456,9576,2558,7674,707,2252,789,2240,1496,4492
320405,202107,5437,13842,4140,11570,582,1780,2155,5787,2737,7567
320410,202107,5001,12673,3767,10680,660,1804,1855,5484,2515,7288
320420,202107,3465,8755,2668,7406,547,1697,825,2158,1372,3855
320425,202107,2268,5374,1732,4463,135,346,1068,2697,1203,3043
320430,202107,3365,8304,2683,7105,371,1020,1627,4135,1998,5155
320435,202107,2239,6873,1723,5777,608,2174,516,1732,1124,3906
320440,202107,1602,4371,1183,3557,186,605,519,1468,705,2073
320450,202107,1880,5258,1467,4483,266,927,675,1915,941,2842
320455,202107,4619,13727,3146,10235,730,2568,784,2273,1514,4841
320460,202107,2228,6439,1602,5133,373,1301,438,1287,811,2588
320465,202107,1425,3849,1085,3228,157,467,571,1735,728,2202
320470,202107,3842,10344,2818,8229,563,1780,775,2041,1338,3821
320480,202107,1933,5004,1571,4403,166,528,1009,2743,1175,3271
320490,202107,24206,60805,18150,50295,2959,8611,7906,21661,10865,30272
320495,202107,1396,3748,1012,3005,237,800,312,845,549,1645
320500,202107,54424,142624,43642,124220,5750,17768,25522,69486,31272,87254
320501,202107,4768,13610,3555,11383,965,3466,1062,3312,2027,6778
320503,202107,2358,6701,1537,4991,430,1504,384,1209,814,2713
320506,202107,2806,8288,2064,6626,627,2165,175,570,802,2735
320510,202107,11340,29871,9260,26332,933,3003,5801,15820,6734,18823
320515,202107,1861,5059,1447,4212,366,1172,476,1304,842,2476
320517,202107,2245,6616,1799,5653,531,1821,571,1754,1102,3575
320520,202107,39719,100304,29991,83968,4749,14727,13178,35217,17927,49944
320530,202107,35889,92184,28562,79349,2348,7640,18337,47907,20685,55547
330010,202107,24981,63589,20760,56744,2258,6788,14304,37815,16562,44603
330015,202107,1445,3460,1142,3024,189,560,655,1663,844,2223
330020,202107,20378,49987,17156,45388,2317,6736,11894,30870,14211,37606
330022,202107,1973,5219,1535,4504,243,704,853,2506,1096,3210
330023,202107,5722,13107,4328,11197,638,1828,2599,6531,3237,8359
330025,202107,7346,16579,4448,11832,934,2720,1072,2687,2006,5407
330030,202107,10742,28082,8234,24086,773,2657,5189,14428,5962,17085
330040,202107,15832,40085,12745,35001,970,3025,8875,23370,9845,26395
330045,202107,89795,205883,74233,186276,5534,13428,59214,148094,64748,161522
330050,202107,2769,7114,2083,5972,373,1153,1089,2965,1462,4118
330060,202107,5528,14073,4337,11965,807,2498,1862,4689,2669,7187
330070,202107,24564,59784,19907,53179,2775,8000,12301,32427,15076,40427
330080,202107,9247,22560,7871,20653,910,2552,5484,14159,6394,16711
330090,202107,3481,7204,2444,5789,142,361,1747,4122,1889,4483
330093,202107,2842,6653,2153,5710,124,346,1641,4318,1765,4664
330095,202107,1442,3882,1142,3356,111,352,672,1842,783,2194
330100,202107,74595,191414,63821,175755,3395,10984,49607,134412,53002,145396
330110,202107,2130,5822,1713,5140,248,807,1014,2936,1262,3743
330115,202107,2622,6172,1848,4974,246,768,1061,2730,1307,3498
330120,202107,3706,7996,2807,6862,202,559,2034,4772,2236,5331
330130,202107,4586,12086,3745,10835,476,1425,2382,6843,2858,8268
330140,202107,4044,10081,3227,8926,366,1142,2191,5869,2557,7011
330150,202107,2376,6108,1833,5257,310,907,924,2576,1234,3483
330160,202107,1400,3718,1036,3074,193,604,544,1536,737,2140
330170,202107,118757,283773,95950,253242,12654,32640,65220,174121,77874,206761
330180,202107,2043,4777,1577,4138,90,262,1108,2838,1198,3100
330185,202107,10582,25599,8853,23222,458,1444,7176,18384,7634,19828
330187,202107,4794,11660,3798,10050,496,1396,2317,6039,2813,7435
330190,202107,36758,85363,31047,77598,1887,5104,24988,61596,26875,66700
330200,202107,17180,41952,13990,38023,2668,6725,8764,24747,11432,31472
330205,202107,2323,5594,1763,4700,116,341,1210,3086,1326,3427
330210,202107,3497,8392,2577,6842,316,894,1363,3411,1679,4305
330220,202107,13087,31373,9375,25237,1726,5234,3752,9310,5478,14544
330225,202107,4081,9976,3110,8531,195,651,2244,5988,2439,6639
330227,202107,17790,41802,14870,38276,621,1619,12701,32439,13322,34058
330230,202107,2235,4769,1473,3803,115,317,855,2214,970,2531
330240,202107,25226,63324,21072,57053,2104,6397,14889,39146,16993,45543
330245,202107,1821,4376,1101,3121,220,605,400,1132,620,1737
330250,202107,41343,101645,34159,91173,5159,14180,21858,57771,27017,71951
330260,202107,5164,12049,3926,10394,304,946,2902,7400,3206,8346
330270,202107,34021,75657,20995,54298,3083,8575,8860,21630,11943,30205
330280,202107,2481,6254,1878,5260,196,600,1130,3037,1326,3637
330285,202107,26822,61763,21230,53837,1217,3646,16320,40000,17537,43646
330290,202107,4196,9869,3391,8808,321,962,2478,6195,2799,7157
330300,202107,6075,13862,4476,11611,326,927,3175,8015,3501,8942
330310,202107,2824,6709,2025,5416,149,330,1356,3628,1505,3958
330320,202107,18233,41331,14103,36197,1643,3826,10073,26312,11716,30138
330330,202107,44928,94941,35034,81640,2839,7287,25452,57736,28291,65023
330340,202107,19058,43659,13717,35518,1907,5674,7333,17620,9240,23294
330350,202107,154367,345051,127869,313014,7419,18793,106563,258745,113982,277538
330360,202107,7603,18099,6490,16763,211,494,5519,14233,5730,14727
330370,202107,5265,14581,4071,12579,905,2860,1720,5487,2625,8347
330380,202107,5938,15111,4529,12690,609,2055,2549,6720,3158,8775
330385,202107,4236,11687,3472,10585,731,2443,1741,5197,2472,7640
330390,202107,28380,73541,21833,62613,2736,9083,13251,35669,15987,44752
330395,202107,3372,8046,2754,7270,144,446,2061,5290,2205,5736
330400,202107,3589,9135,3061,8317,144,526,2329,5952,2473,6478
330410,202107,3555,9079,2563,7392,494,1526,1175,3170,1669,4696
330411,202107,2923,7753,2280,6592,148,498,1590,4394,1738,4892
330412,202107,1687,4611,1380,4111,127,422,911,2583,1038,3005
330414,202107,25334,61868,20651,55501,1414,4069,15720,41491,17134,45560
330415,202107,4976,13008,3778,10908,374,1122,2160,6122,2534,7244
330420,202107,13106,31518,9419,25605,1010,3155,5253,13203,6263,16358
330430,202107,10045,23474,8445,21310,272,856,6839,16760,7111,17616
330440,202107,2849,7263,2179,6148,266,864,1355,3661,1621,4525
330450,202107,1498,4086,1189,3572,145,465,670,1961,815,2426
330452,202107,18881,46411,15142,40680,1728,5274,9992,25779,11720,31053
330455,202107,588310,1353956,460047,1173196,58032,157632,305170,762044,363202,919676
330460,202107,1197,3156,898,2738,151,492,476,1418,627,1910
330470,202107,5526,13240,3936,10799,1134,3217,1107,3082,2241,6299
330475,202107,10247,25438,8292,22929,1185,3771,5430,14570,6615,18341
330480,202107,6206,15624,5211,14175,420,1253,3633,9552,4053,10805
330490,202107,118241,265029,96113,235477,10384,26130,68876,167027,79260,193157
330500,202107,7806,18651,6436,16801,605,1781,4657,11898,5262,13679
330510,202107,43221,103424,32304,88168,4692,13847,20465,54781,25157,68628
330513,202107,1328,3278,1075,2950,201,571,591,1656,792,2227
330515,202107,2639,6852,2119,6132,351,1128,1222,3413,1573,4541
330520,202107,12156,30933,9980,27637,1066,3288,6524,17520,7590,20808
330530,202107,1778,4213,1303,3515,246,719,616,1649,862,2368
330540,202107,2971,7648,2303,6517,575,1667,871,2441,1446,4108
330550,202107,10219,24735,7899,21739,1909,5822,3720,9992,5629,15814
330555,202107,19533,39799,16223,35950,727,1740,13523,30225,14250,31965
330560,202107,4279,10991,3459,9659,541,1513,2058,5620,2599,7133
330570,202107,2800,7441,2391,6850,356,1096,1587,4508,1943,5604
330575,202107,5794,14473,4999,13166,297,889,4045,10322,4342,11211
330580,202107,19191,49371,15113,42150,2317,7022,7960,21028,10277,28050
330590,202107,1521,3969,1254,3624,230,656,777,2301,1007,2957
330600,202107,13319,33571,10780,29520,883,2800,7086,18728,7969,21528
330610,202107,9822,25486,7901,22486,683,2137,5368,14984,6051,17121
330615,202107,2178,5822,1729,5228,315,971,1080,3342,1395,4313
330620,202107,4278,11775,3358,10216,685,2218,1484,4249,2169,6467
330630,202107,26028,63635,20543,55193,1241,3934,14865,38537,16106,42471
350010,202107,2214,5756,1241,3694,248,800,256,566,504,1366
350020,202107,728,1837,415,1238,51,173,140,389,191,562
350030,202107,3642,9929,2769,8438,645,2191,1274,3598,1919,5789
350040,202107,768,2179,441,1482,56,215,135,348,191,563
350050,202107,1481,3573,979,2724,201,636,346,792,547,1428
350055,202107,960,2497,763,2190,85,264,458,1246,543,1510
350060,202107,243,608,142,403,16,52,62,166,78,218
350070,202107,3375,8785,2219,6695,435,1424,757,2022,1192,3446
350075,202107,634,1795,476,1490,169,560,63,206,232,766
350080,202107,672,1736,455,1359,57,191,182,496,239,687
350090,202107,616,1433,374,1025,66,196,158,401,224,597
350100,202107,2415,6262,1698,5016,113,422,1088,3008,1201,3430
350110,202107,502,1231,347,964,18,56,210,573,228,629
350115,202107,1235,3522,1008,3057,162,549,517,1413,679,1962
350120,202107,676,1556,380,1022,36,119,206,489,242,608
350130,202107,3275,8522,2577,7246,450,1279,1260,3350,1710,4629
350140,202107,799,2184,560,1737,47,189,294,835,341,1024
350150,202107,555,1644,448,1438,94,296,133,398,227,694
350160,202107,11746,29421,8037,22614,1016,3202,4768,12676,5784,15878
350170,202107,2502,6929,2071,6006,310,1000,1045,2724,1355,3724
350180,202107,1033,2487,566,1640,90,271,181,485,271,756
350190,202107,2959,8232,2042,6265,344,1214,902,2359,1246,3573
350200,202107,467,1298,356,1088,19,64,232,662,251,726
350210,202107,6213,14207,4270,11199,471,1367,2665,6675,3136,8042
350220,202107,3024,8142,2065,6270,412,1294,691,1885,1103,3179
350230,202107,1017,2528,838,2282,148,431,480,1272,628,1703
350240,202107,669,1894,433,1346,99,318,113,303,212,621
350250,202107,2997,8188,2244,6921,609,2053,649,1948,1258,4001
350260,202107,857,1972,552,1470,55,162,335,846,390,1008
350270,202107,4741,12317,3771,10514,506,1567,2078,5351,2584,6918
350275,202107,2513,6620,1995,5839,300,953,1219,3416,1519,4369
350280,202107,19305,43449,11903,31474,1798,5007,5023,12598,6821,17605
350290,202107,3267,8891,2254,6831,402,1327,910,2558,1312,3885
350300,202107,659,1728,494,1423,57,168,282,757,339,925
350310,202107,983,2742,729,2247,111,396,309,860,420,1256
350315,202107,616,1500,406,1149,23,78,218,558,241,636
350320,202107,16105,40531,11898,33175,2273,7009,4898,12557,7171,19566
350330,202107,14596,35062,10573,27571,1053,3024,6761,16601,7814,19625
350335,202107,389,1087,300,920,39,133,137,398,176,531
350340,202107,1213,3058,757,2232,118,404,324,837,442,1241
350350,202107,770,1890,596,1700,65,213,370,1039,435,1252
350360,202107,1095,3184,833,2655,210,685,268,873,478,1558
350370,202107,705,1745,499,1352,162,414,159,419,321,833
350380,202107,4641,12536,3345,9880,953,2735,883,2664,1836,5399
350390,202107,11250,28801,8896,24897,1547,4585,4573,12198,6120,16783
350395,202107,450,1126,235,721,28,85,86,235,114,320
