ibge,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
350610,202105,7023,18921,5050,15025,774,2561,2470,6878,3244,9439
350620,202105,432,1078,263,811,23,72,153,443,176,515
350630,202105,1493,3771,1107,3107,69,246,735,1904,804,2150
350635,202105,9653,23303,7246,19565,929,2767,4485,11548,5414,14315
350640,202105,912,2417,486,1490,67,203,141,385,208,588
350650,202105,8727,22925,6064,17746,1097,3492,2376,6427,3473,9919
350660,202105,4562,11728,3524,10023,557,1582,1898,5433,2455,7015
350670,202105,1790,4729,1459,4249,152,450,968,2835,1120,3285
350680,202105,1111,2960,771,2351,132,423,316,919,448,1342
350690,202105,1320,3369,937,2736,159,489,495,1413,654,1902
350700,202105,4922,12295,3575,10213,737,2417,1559,4244,2296,6661
350710,202105,2920,7883,2466,7087,433,1435,1320,3481,1753,4916
350715,202105,772,2195,644,1977,68,266,354,1011,422,1277
350720,202105,159,422,118,351,19,59,41,104,60,163
350730,202105,634,1694,537,1530,24,84,405,1092,429,1176
350740,202105,1733,4532,1205,3478,198,608,423,1116,621,1724
350745,202105,590,1459,339,1006,29,105,143,390,172,495
350750,202105,10237,26222,7873,22191,1346,4425,3698,9336,5044,13761
350760,202105,15223,37244,11095,30200,2168,6555,4881,11946,7049,18501
350770,202105,1058,2597,652,1894,44,135,397,1124,441,1259
350775,202105,717,1645,495,1318,59,152,242,661,301,813
350780,202105,2407,5741,1722,4771,297,968,580,1867,877,2835
350790,202105,2074,5448,1332,4046,253,826,364,925,617,1751
350800,202105,3577,10090,3072,9217,240,821,2150,6256,2390,7077
350810,202105,2901,6929,2231,5951,372,916,1118,3045,1490,3961
350820,202105,963,2235,575,1555,69,208,272,659,341,867
350830,202105,892,2435,515,1615,77,246,159,415,236,661
350840,202105,3381,9735,2558,8207,560,2007,1147,3361,1707,5368
350850,202105,7936,21542,6269,18550,1142,3672,3123,8690,4265,12362
350860,202105,3673,9660,3158,8970,110,394,2439,6873,2549,7267
350870,202105,2601,7242,1938,6184,253,894,1104,3435,1357,4329
350880,202105,1347,3773,1064,3219,275,876,273,772,548,1648
350890,202105,560,1452,358,1029,54,167,131,328,185,495
350900,202105,7542,20016,4931,14626,945,3074,1887,5149,2832,8223
350910,202105,933,2227,805,2035,96,251,582,1444,678,1695
350920,202105,12469,30265,10591,27269,394,1267,8775,21779,9169,23046
350925,202105,4218,11260,3029,9152,549,1794,1477,4128,2026,5922
350930,202105,1513,3888,1065,3026,71,210,674,1866,745,2076
350940,202105,2279,5896,1749,5045,174,578,1106,3031,1280,3609
350945,202105,859,2392,653,1991,101,343,323,902,424,1245
350950,202105,91239,230738,70784,193049,8625,25677,44228,115158,52853,140835
350960,202105,6546,17496,5080,14788,600,1996,3036,8407,3636,10403
350970,202105,3587,9893,2575,8044,732,2525,562,1497,1294,4022
350980,202105,657,1774,526,1528,131,396,239,692,370,1088
350990,202105,1816,4963,1355,4231,313,1097,486,1431,799,2528
350995,202105,793,2452,716,2301,60,229,498,1543,558,1772
351000,202105,2847,7362,1982,5849,353,1087,719,2064,1072,3151
351010,202105,345,859,233,668,29,98,117,321,146,419
351015,202105,847,2507,690,2174,110,372,317,903,427,1275
351020,202105,8819,23638,6744,20114,1479,4388,3090,9078,4569,13466
351030,202105,2888,8410,2329,7350,328,1142,1283,3912,1611,5054
351040,202105,5173,12652,4345,11428,206,645,3574,9138,3780,9783
351050,202105,16813,40606,12226,33583,2294,6680,5577,15145,7871,21825
351060,202105,50046,124099,38614,104786,3718,11130,26287,68791,30005,79921
351070,202105,1379,3358,754,2307,182,609,126,367,308,976
351080,202105,2807,6665,2024,5747,203,693,1374,3710,1577,4403
351090,202105,330,942,243,785,45,148,70,233,115,381
351100,202105,2666,7121,1746,5297,377,1216,517,1606,894,2822
351110,202105,6286,15817,4151,11933,645,2050,1878,5046,2523,7096
351120,202105,760,1945,529,1555,68,220,200,573,268,793
351130,202105,1220,3066,568,1715,95,297,153,414,248,711
351140,202105,2261,6217,1681,5133,323,1119,733,1982,1056,3101
351150,202105,2752,7793,1883,5920,275,964,742,2116,1017,3080
351160,202105,1086,3329,791,2647,149,546,206,568,355,1114
351170,202105,1368,3714,1173,3375,81,261,842,2326,923,2587
351190,202105,1030,2816,699,2164,124,379,264,767,388,1146
351200,202105,1639,3855,1226,3253,89,275,872,2171,961,2446
351210,202105,1586,3852,1005,2777,74,241,586,1483,660,1724
351220,202105,3395,9360,2905,8562,290,863,1950,5665,2240,6528
351230,202105,1819,4830,1363,4032,237,805,657,1775,894,2580
351240,202105,2437,6094,1499,4188,321,983,543,1363,864,2346
351250,202105,1105,2879,650,1977,78,255,242,713,320,968
351260,202105,922,2289,665,1824,133,377,253,654,386,1031
351270,202105,467,1245,373,1071,40,133,203,515,243,648
351280,202105,3880,10021,3006,8411,600,1702,1357,3666,1957,5368
351290,202105,1227,2996,862,2373,115,343,521,1366,636,1709
351300,202105,18934,50492,13231,39709,2225,7282,5880,16796,8105,24078
351310,202105,3512,8418,2678,7156,149,508,2009,5112,2158,5620
351320,202105,965,2739,715,2237,119,406,250,694,369,1100
351330,202105,502,1205,412,1040,21,66,290,654,311,720
351340,202105,6335,17652,5117,15510,1194,3785,2311,6976,3505,10761
351350,202105,11637,28675,9608,25508,906,2560,7090,18318,7996,20878
351360,202105,3851,10080,3159,9050,683,2120,1363,3599,2046,5719
351370,202105,2074,5680,1398,4287,317,1039,433,1202,750,2241
351380,202105,48750,115922,34561,91595,4081,11686,20268,51227,24349,62913
351385,202105,392,982,166,503,30,92,44,110,74,202
351390,202105,1371,3291,850,2527,112,393,495,1379,607,1772
351400,202105,951,2601,789,2282,104,299,504,1419,608,1718
351410,202105,2645,7235,1916,5829,317,960,771,2301,1088,3261
351420,202105,471,1114,268,758,29,75,158,421,187,496
351430,202105,960,2527,770,2221,61,179,539,1501,600,1680
351440,202105,3520,9144,2350,6783,415,1256,665,1655,1080,2911
351450,202105,1741,4534,1163,3482,228,757,217,500,445,1257
351460,202105,895,2298,709,2010,144,405,404,1137,548,1542
351470,202105,1225,3060,968,2639,84,294,641,1636,725,1930
351480,202105,2519,7294,1993,6407,366,1318,867,2592,1233,3910
351490,202105,2093,5770,1795,5244,62,252,1480,4181,1542,4433
351492,202105,354,943,291,809,7,21,224,606,231,627
351495,202105,188,478,145,398,16,37,84,231,100,268
351500,202105,39126,94477,29944,79420,4225,11876,18365,46633,22590,58509
351510,202105,12994,31694,9484,25796,1095,3419,5973,15477,7068,18896
351512,202105,490,1298,355,1008,63,185,122,323,185,508
351515,202105,3282,7291,2079,5436,365,1081,601,1649,966,2730
351518,202105,2429,6000,1591,4543,199,634,902,2328,1101,2962
351519,202105,688,1868,432,1364,81,257,71,201,152,458
351520,202105,1331,3258,580,1721,51,170,262,691,313,861
351530,202105,362,940,213,628,35,112,95,232,130,344
351535,202105,1861,4546,1349,3669,200,593,695,1766,895,2359
351540,202105,2667,6536,1782,4966,230,740,775,1908,1005,2648
351550,202105,7319,17916,4965,13671,465,1462,2826,7185,3291,8647
351560,202105,449,1276,344,1071,81,273,96,271,177,544
351565,202105,246,686,198,599,38,127,54,138,92,265
351570,202105,21844,57189,16741,47185,1628,4970,10615,28663,12243,33633
351580,202105,234,595,134,408,14,44,56,175,70,219
351590,202105,530,1198,287,776,26,100,166,394,192,494
351600,202105,1369,3600,1050,2997,114,359,592,1584,706,1943
351610,202105,785,1848,489,1322,24,68,285,727,309,795
351620,202105,23227,60197,16864,49476,2574,8593,7870,20934,10444,29527
351630,202105,29170,75015,23513,65477,2999,8957,15076,40456,18075,49413
351640,202105,18095,46513,14262,39734,1325,4295,9729,25823,11054,30118
351650,202105,366,964,181,577,22,68,55,163,77,231
351660,202105,744,2048,484,1489,74,230,97,254,171,484
351670,202105,6122,16166,4035,11705,835,2420,1688,4559,2523,6979
351680,202105,428,1199,277,873,39,130,70,173,109,303
351685,202105,391,1112,314,989,84,267,100,298,184,565
351690,202105,1133,2818,627,1810,88,287,278,722,366,1009
351700,202105,1309,3229,956,2639,184,521,484,1255,668,1776
351710,202105,782,2053,572,1671,49,166,317,833,366,999
351720,202105,1439,3662,964,2845,151,492,405,1109,556,1601
351730,202105,964,2521,803,2272,61,209,507,1360,568,1569
351740,202105,3512,8724,2806,7395,481,1380,1437,3444,1918,4824
351750,202105,1388,3551,873,2668,142,464,378,1101,520,1565
351760,202105,3309,9183,2445,7489,483,1687,950,2617,1433,4304
351770,202105,1858,5309,1508,4655,236,766,857,2559,1093,3325
351780,202105,1206,3025,734,2152,99,342,283,756,382,1098
351790,202105,1389,3315,1108,2944,171,470,641,1729,812,2199
351800,202105,534,1212,268,714,35,98,101,224,136,322
351810,202105,1080,2818,903,2562,55,141,626,1695,681,1836
351820,202105,2656,7326,1873,5827,477,1619,444,1261,921,2880
351830,202105,4567,12065,3539,10302,320,1110,2251,6217,2571,7327
351840,202105,8862,23867,6675,19887,876,2942,3667,10151,4543,13093
351850,202105,1550,4225,1039,3214,158,556,371,973,529,1529
351860,202105,2735,7710,2105,6549,330,1166,1159,3573,1489,4739
351870,202105,24157,60752,17983,50680,4227,12351,7497,21324,11724,33675
351880,202105,138581,349386,104670,292045,21095,65357,52585,138838,73680,204195
351885,202105,948,2496,743,2158,54,194,493,1367,547,1561
351890,202105,858,2191,546,1672,107,357,108,281,215,638
351900,202105,1132,2960,880,2580,119,343,529,1535,648,1878
351905,202105,448,1216,317,962,24,82,163,434,187,516
351907,202105,21336,55087,16656,46895,1823,5712,10773,29069,12596,34781
351910,202105,1694,4317,1184,3240,81,252,700,1726,781,1978
351920,202105,903,2398,680,1967,103,333,283,737,386,1070
351925,202105,926,2392,711,2007,87,285,374,970,461,1255
351930,202105,3312,9061,2967,8438,555,1598,2005,5614,2560,7212
351940,202105,1117,2823,808,2287,126,386,400,1116,526,1502
351950,202105,1730,3877,1309,3262,57,174,951,2279,1008,2453
351960,202105,5123,12744,3724,10278,812,2396,1682,4311,2494,6707
351970,202105,7308,21114,5775,18479,860,3125,3217,9910,4077,13035
351980,202105,998,2330,655,1780,91,286,366,899,457,1185
351990,202105,1517,3544,1099,2918,46,170,542,1295,588,1465
352000,202105,2714,7608,2344,6844,243,805,1565,4280,1808,5085
352010,202105,2354,6114,1913,5394,508,1589,423,1212,931,2801
352020,202105,1389,3749,1070,3225,146,498,543,1539,689,2037
352030,202105,5896,15356,4588,13208,820,2567,2305,6404,3125,8971
352040,202105,3348,8646,2366,6717,365,1128,889,2211,1254,3339
352042,202105,3075,7341,2071,5763,358,1161,982,2574,1340,3735
352044,202105,2161,5599,1290,3972,198,689,261,742,459,1431
352050,202105,12990,33999,8623,25487,2028,6859,1731,4321,3759,11180
352060,202105,731,1939,545,1593,87,286,232,604,319,890
352070,202105,938,1886,606,1450,58,156,314,675,372,831
352080,202105,490,1227,282,814,29,99,94,241,123,340
352090,202105,1522,4433,1266,3933,152,547,617,1736,769,2283
352100,202105,3465,9579,2791,8311,563,1830,1234,3526,1797,5356
352110,202105,627,1780,474,1486,96,309,190,549,286,858
352115,202105,559,1476,461,1321,60,198,278,774,338,972
352120,202105,906,2612,741,2296,78,219,443,1292,521,1511
352130,202105,2124,5797,1432,4144,215,637,610,1630,825,2267
352140,202105,1170,3172,838,2521,144,454,379,1100,523,1554
352150,202105,899,2342,700,2013,71,219,501,1407,572,1626
352160,202105,1023,2478,738,2026,69,235,423,1101,492,1336
352170,202105,3022,7938,2402,6754,282,896,1522,4004,1804,4900
352180,202105,2402,6396,1827,5378,407,1363,566,1466,973,2829
352190,202105,1283,3420,1022,3018,180,477,527,1628,707,2105
352200,202105,323,956,227,759,36,142,81,262,117,404
352210,202105,20313,47077,16038,41453,911,2654,12620,31919,13531,34573
352215,202105,682,1713,570,1549,76,231,350,914,426,1145
352220,202105,21639,52583,15200,41408,2610,7836,7318,18323,9928,26159
352230,202105,15078,42436,11710,36169,2740,9418,4198,11891,6938,21309
352240,202105,10254,26068,7856,22151,1668,5269,3464,9091,5132,14360
352250,202105,22971,63175,18427,55513,2805,9058,11258,33310,14063,42368
352260,202105,4934,12116,3355,9117,475,1466,1940,4745,2415,6211
352265,202105,934,2556,826,2408,71,236,605,1705,676,1941
352270,202105,1441,4234,1070,3452,222,765,376,1141,598,1906
352280,202105,2460,6079,1855,5212,186,623,1128,2954,1314,3577
352290,202105,1183,3328,959,2913,125,430,521,1427,646,1857
352300,202105,873,2330,601,1764,79,268,318,865,397,1133
352310,202105,43154,113546,32271,94790,7699,23179,14066,41586,21765,64765
352320,202105,6723,17223,5231,14451,717,2215,2873,7149,3590,9364
352330,202105,2237,5860,1709,5125,279,986,961,2687,1240,3673
352340,202105,6231,16203,4635,13315,689,2269,2381,6281,3070,8550
352350,202105,2253,6307,1749,5205,161,592,1042,2840,1203,3432
352360,202105,1266,3324,1042,2937,80,270,781,2124,861,2394
352370,202105,1112,3076,964,2832,17,69,793,2281,810,2350
352380,202105,846,2256,631,1881,132,399,220,633,352,1032
352390,202105,14858,36208,10168,28026,1585,4777,5599,14599,7184,19376
352400,202105,3564,9741,2917,8547,595,2055,1403,3814,1998,5869
352410,202105,3373,8518,2572,7193,221,741,1601,4281,1822,5022
352420,202105,844,2044,601,1692,117,347,226,589,343,936
352430,202105,8395,20484,6092,16490,1094,3377,3085,7836,4179,11213
352440,202105,18780,50181,14200,41467,3365,10183,5238,14854,8603,25037
352450,202105,781,1868,402,1223,58,192,148,423,206,615
352460,202105,3035,8165,2131,6555,409,1374,888,2553,1297,3927
352470,202105,3379,8489,2568,7196,273,878,1623,4322,1896,5200
352480,202105,4096,9628,2754,7253,394,1217,1345,3114,1739,4331
352490,202105,786,2218,629,1940,101,348,289,831,390,1179
352500,202105,10409,26557,7064,20369,2786,8823,758,1262,3544,10085
352510,202105,3907,10509,2915,8766,554,1804,1385,3978,1939,5782
352520,202105,2959,7558,2308,6486,381,1230,1351,3449,1732,4679
352530,202105,10838,27504,7385,21021,1251,4097,2752,6722,4003,10819
352540,202105,599,1736,442,1399,67,225,156,442,223,667
352550,202105,1038,2834,738,2272,125,452,263,714,388,1166
352560,202105,574,1576,441,1323,72,237,226,625,298,862
352570,202105,2424,6788,1574,4963,376,1308,185,442,561,1750
352580,202105,650,1671,544,1479,44,136,376,973,420,1109
352585,202105,339,900,249,739,19,74,156,419,175,493
352590,202105,13241,34360,9296,26945,2200,6962,4282,11518,6482,18480
352600,202105,1920,5127,1512,4394,141,447,969,2682,1110,3129
352610,202105,2802,7724,2102,6520,407,1437,892,2592,1299,4029
352620,202105,5712,14271,4356,12355,1173,3392,1802,5145,2975,8537
352630,202105,849,2088,632,1781,111,344,298,786,409,1130
352640,202105,3070,7747,2228,6263,218,632,1285,3443,1503,4075
352650,202105,600,1678,417,1288,51,165,158,466,209,631
352660,202105,1102,3185,915,2811,95,309,565,1697,660,2006
352670,202105,9816,26121,6647,19904,1582,5173,2025,5550,3607,10723
352680,202105,3358,9757,2339,7468,362,1371,1103,3140,1465,4511
352690,202105,27802,68813,21821,58822,1284,4111,15718,40607,17002,44718
352700,202105,602,1483,459,1299,139,442,152,419,291,861
352710,202105,5240,13439,3757,10774,875,2757,1572,4160,2447,6917
352720,202105,8033,21380,6298,18226,2271,6784,1775,4767,4046,11551
352725,202105,588,1397,336,948,24,71,173,455,197,526
352730,202105,5516,15905,5018,14799,570,1810,2285,5883,2855,7693
352740,202105,2341,5551,1780,4734,178,550,1085,2713,1263,3263
352750,202105,429,1055,267,763,42,136,111,278,153,414
352760,202105,1733,4736,1361,4016,105,291,793,2334,898,2625
352770,202105,865,2318,599,1812,120,369,226,652,346,1021
352780,202105,648,1808,466,1439,100,278,119,390,219,668
352790,202105,462,1207,328,950,29,91,140,362,169,453
352800,202105,1249,3760,877,2888,235,792,112,327,347,1119
352810,202105,1196,2777,774,2050,131,363,452,1129,583,1492
352820,202105,470,1302,339,1065,68,208,71,216,139,424
352830,202105,600,1510,286,865,23,73,79,196,102,269
352840,202105,4000,11262,3277,9980,1014,3339,1128,3287,2142,6626
352850,202105,11044,26602,7671,21192,1967,5966,2608,6437,4575,12403
352860,202105,1066,2912,813,2465,141,461,307,887,448,1348
352870,202105,888,2186,620,1659,54,163,382,974,436,1137
352880,202105,1720,4048,1208,3168,208,569,609,1527,817,2096
352885,202105,311,838,234,710,24,75,138,404,162,479
352890,202105,700,1688,462,1195,46,137,269,606,315,743
352900,202105,18314,47186,12293,35431,2000,6153,5329,14418,7329,20571
352910,202105,420,1098,244,733,24,78,82,211,106,289
352920,202105,2652,6658,1948,5483,118,365,1362,3722,1480,4087
352930,202105,5844,15549,4401,12765,749,2419,2144,5795,2893,8214
352940,202105,22416,59581,16492,47506,3043,9551,7766,21003,10809,30554
352950,202105,550,1433,343,1054,90,280,71,193,161,473
352960,202105,752,1971,432,1311,67,220,123,295,190,515
352965,202105,221,617,141,460,41,132,35,103,76,235
352970,202105,2996,7119,2318,5998,227,636,1542,3905,1769,4541
352980,202105,1372,3575,1088,3158,252,818,565,1587,817,2405
352990,202105,4357,11758,3301,10003,634,2080,1635,4762,2269,6842
353000,202105,494,1325,287,846,41,136,72,167,113,303
353010,202105,2652,6511,1751,4867,331,1066,766,1911,1097,2977
353020,202105,3571,9136,2162,6269,299,971,751,2043,1050,3014
353030,202105,4575,11344,3155,8915,703,2155,928,2480,1631,4635
353040,202105,658,1469,460,1185,103,258,219,555,322,813
353050,202105,5225,14728,3715,11675,686,2333,1692,5073,2378,7406
353060,202105,48994,123781,40610,110486,2637,8520,30784,80904,33421,89424
353070,202105,9893,27855,7264,22247,1269,4264,3178,8918,4447,13182
353080,202105,4243,11430,2802,8644,491,1732,1121,3010,1612,4742
353090,202105,609,1786,487,1535,33,113,313,950,346,1063
353100,202105,290,773,140,441,23,76,39,98,62,174
353110,202105,7561,19648,6071,17546,1300,3852,3058,9194,4358,13046
353120,202105,406,990,310,838,38,123,158,377,196,500
353130,202105,2603,6028,1638,4383,390,1157,559,1349,949,2506
353140,202105,2760,6762,2008,5508,100,334,1440,3785,1540,4119
353150,202105,1638,3979,1173,3229,240,685,488,1270,728,1955
353160,202105,629,1612,461,1342,60,184,202,532,262,716
353170,202105,531,1398,398,1213,74,243,185,574,259,817
353180,202105,10204,24477,8081,21158,780,2253,5902,14969,6682,17222
353190,202105,3418,9048,2738,7701,358,1079,1610,4252,1968,5331
353200,202105,1821,4773,1011,3140,167,581,281,782,448,1363
353205,202105,407,1214,346,1081,54,175,165,498,219,673
353210,202105,919,2092,598,1580,23,63,417,1078,440,1141
353215,202105,379,1030,298,886,45,149,142,386,187,535
353220,202105,732,1932,477,1414,97,273,83,237,180,510
353230,202105,840,2271,656,1987,174,575,249,688,423,1263
353240,202105,2361,6320,1960,5677,272,909,1178,3258,1450,4167
353250,202105,1309,2929,826,2153,103,301,461,1141,564,1442
353260,202105,1193,2708,664,1853,86,263,319,846,405,1109
353270,202105,699,1799,596,1619,47,141,423,1086,470,1227
353280,202105,685,1820,483,1458,138,423,112,324,250,747
353282,202105,1846,5134,1557,4607,172,547,965,2721,1137,3268
353284,202105,364,817,202,527,18,68,101,227,119,295
353286,202105,177,442,109,332,18,57,39,109,57,166
353290,202105,1489,3913,932,2810,162,483,282,789,444,1272
353300,202105,2113,5573,1571,4519,250,827,716,1823,966,2650
353310,202105,407,989,296,795,21,72,198,505,219,577
353320,202105,660,1595,566,1470,7,26,493,1271,500,1297
353325,202105,699,1998,490,1538,100,308,170,516,270,824
353330,202105,571,1457,403,1153,53,151,211,559,264,710
353340,202105,2937,7917,2158,6394,414,1375,1063,2910,1477,4285
353350,202105,3774,9424,2660,7314,563,1599,850,2114,1413,3713
353360,202105,669,1836,515,1542,48,149,305,886,353,1035
353370,202105,575,1641,481,1494,43,130,340,1031,383,1161
353380,202105,294,856,247,767,22,67,132,381,154,448
353390,202105,6523,15901,4924,13262,438,1344,3051,7758,3489,9102
353400,202105,470,1240,358,1034,65,217,140,335,205,552
353410,202105,532,1419,401,1186,70,204,225,673,295,877
353420,202105,414,1076,258,760,59,175,17,40,76,215
353430,202105,2250,6106,1748,5191,317,1014,848,2398,1165,3412
353440,202105,66112,175523,48407,141948,7378,23663,26643,73696,34021,97359
353450,202105,372,916,249,703,32,104,121,310,153,414
353460,202105,3249,8717,2373,7089,193,617,1043,3006,1236,3623
353470,202105,8142,20987,5946,16978,959,3139,2680,7025,3639,10164
353475,202105,1583,4022,1126,3103,162,489,569,1449,731,1938
353480,202105,1623,4300,1298,3752,52,192,935,2617,987,2809
353490,202105,1112,2899,757,2240,105,346,351,972,456,1318
353500,202105,1086,2557,800,2122,171,467,438,1133,609,1600
353510,202105,815,2396,601,1887,135,445,166,444,301,889
353520,202105,1051,2710,673,2032,73,246,330,914,403,1160
353530,202105,2458,6401,1940,5469,261,831,1065,2780,1326,3611
353540,202105,2135,5655,1762,5063,279,842,1038,2882,1317,3724
353550,202105,5900,14942,4802,13198,733,2109,2798,7369,3531,9478
353560,202105,2355,6217,1797,5377,469,1509,557,1493,1026,3002
353570,202105,593,1536,439,1283,50,159,245,672,295,831
353580,202105,2169,5651,1635,4608,361,1023,720,1978,1081,3001
353590,202105,694,1785,474,1386,82,252,215,634,297,886
353600,202105,1722,4222,1299,3488,154,412,712,1867,866,2279
353610,202105,633,1887,472,1569,90,366,166,498,256,864
353620,202105,2729,7095,1958,5788,380,1254,674,1819,1054,3073
353625,202105,518,1286,353,998,26,87,216,587,242,674
353630,202105,1376,4117,1163,3670,228,803,489,1414,717,2217
353640,202105,1377,3546,1105,3126,155,434,614,1726,769,2160
353650,202105,7702,20272,5884,16913,628,1991,3510,9509,4138,11500
353657,202105,397,1028,291,856,27,88,132,355,159,443
353660,202105,1301,2736,887,2193,342,859,280,669,622,1528
353670,202105,4134,11302,3204,9501,589,1962,1556,4239,2145,6201
353680,202105,703,1802,522,1544,67,230,312,856,379,1086
353690,202105,417,1087,202,616,23,78,43,108,66,186
353700,202105,2103,5385,1747,4809,114,375,1304,3433,1418,3808
353710,202105,5431,12088,3263,8276,375,990,1732,3902,2107,4892
353715,202105,433,1132,258,807,4,19,93,280,97,299
353720,202105,2009,5190,1553,4507,217,670,884,2500,1101,3170
353730,202105,4475,11535,3415,9701,462,1549,1854,4805,2316,6354
353740,202105,2039,5287,1444,4250,334,1081,484,1280,818,2361
353750,202105,892,2658,651,2190,144,528,153,492,297,1020
353760,202105,12796,29195,9795,25216,1975,5185,5231,13267,7206,18452
353770,202105,687,2045,423,1409,75,270,50,151,125,421
353780,202105,5503,14766,4422,12786,948,3052,2195,5838,3143,8890
353790,202105,2760,8163,2016,6604,506,1836,409,1168,915,3004
353800,202105,18875,48502,14877,42112,2188,6483,8281,23349,10469,29832
353810,202105,1181,3134,763,2259,106,358,343,962,449,1320
353820,202105,1770,4707,1239,3662,254,808,416,1154,670,1962
353830,202105,657,1630,478,1336,82,244,210,564,292,808
353850,202105,1632,4437,1266,3763,258,769,478,1364,736,2133
353860,202105,2678,7227,2064,6199,457,1580,947,2550,1404,4130
353870,202105,30259,78091,21828,62059,2705,8579,11606,30171,14311,38750
353880,202105,3206,8713,2544,7487,214,719,1545,4359,1759,5078
353890,202105,2795,5982,2018,4861,143,380,1454,3279,1597,3659
353900,202105,758,2097,557,1706,78,266,227,644,305,910
353910,202105,2425,6622,2023,6007,198,683,1393,4053,1591,4736
353920,202105,1916,5216,1383,4188,312,1077,337,840,649,1917
353930,202105,4507,11776,3092,9123,500,1707,1339,3481,1839,5188
353940,202105,1119,3137,777,2467,137,465,274,781,411,1246
353950,202105,3349,8918,2573,7480,510,1593,1332,3625,1842,5218
353960,202105,783,1974,549,1544,95,256,228,615,323,871
353970,202105,651,1534,488,1286,39,116,340,874,379,990
353980,202105,16527,41060,12957,34964,783,2473,9463,24430,10246,26903
353990,202105,961,2318,589,1646,107,319,267,706,374,1025
354000,202105,2538,6021,1425,3974,317,916,237,636,554,1552
354010,202105,360,929,255,758,51,160,131,377,182,537
354020,202105,3695,9819,2944,8319,630,1925,1304,3357,1934,5282
354025,202105,723,1993,490,1538,70,235,138,411,208,646
354030,202105,514,1116,278,735,59,164,131,319,190,483
354040,202105,816,1863,525,1399,23,73,390,1003,413,1076
354050,202105,939,2640,664,2148,141,501,223,674,364,1175
354060,202105,3351,9347,2368,7303,475,1594,956,2678,1431,4272
354070,202105,3771,9742,2549,7363,421,1410,1158,2878,1579,4288
354075,202105,2730,7669,2167,6654,284,947,1261,3786,1545,4733
354080,202105,1356,3678,901,2799,182,582,263,747,445,1329
354085,202105,447,922,355,803,0,0,268,555,268,555
354090,202105,1672,4616,1441,4146,73,223,1130,3186,1203,3409
354100,202105,19824,52795,13704,42273,2942,9829,5250,16000,8192,25829
354105,202105,1413,3551,983,2780,122,352,460,1227,582,1579
354110,202105,444,1244,316,996,52,167,107,326,159,493
354120,202105,1379,3676,941,2744,189,600,319,808,508,1408
354130,202105,5386,14050,3595,10653,855,2669,199,386,1054,3055
354140,202105,19595,47811,13373,36431,2101,6387,5950,14849,8051,21236
354150,202105,2956,6946,2265,5860,452,1217,924,2349,1376,3566
354160,202105,2826,8115,2129,6742,591,2031,593,1701,1184,3732
354165,202105,685,2006,526,1687,82,304,271,803,353,1107
354170,202105,1894,5195,1587,4623,100,333,981,2727,1081,3060
354180,202105,390,1072,282,845,46,143,125,339,171,482
354190,202105,1521,4197,1089,3337,70,239,545,1581,615,1820
354200,202105,875,2091,670,1783,67,199,443,1110,510,1309
354210,202105,846,2172,687,1915,42,140,502,1325,544,1465
354220,202105,3210,8509,2443,7010,346,1067,1323,3583,1669,4650
354230,202105,788,1925,632,1741,31,110,476,1268,507,1378
354240,202105,1733,4747,1166,3615,197,665,370,1014,567,1679
354250,202105,573,1366,361,1027,94,287,93,271,187,558
354260,202105,8142,21343,6219,18011,1196,3763,2761,7652,3957,11415
354270,202105,1018,3020,832,2660,172,541,336,1043,508,1584
354280,202105,804,1974,682,1798,59,180,455,1118,514,1298
354290,202105,930,2928,784,2630,129,431,399,1382,528,1813
354300,202105,3576,10333,3025,9326,783,2439,1257,3835,2040,6274
354310,202105,725,2124,596,1870,138,464,230,661,368,1125
354320,202105,989,2386,655,1835,94,295,257,643,351,938
354323,202105,484,1141,316,832,49,113,135,338,184,451
354325,202105,1520,4486,1068,3450,171,553,350,1073,521,1626
354330,202105,9604,24003,6576,17954,773,2378,3919,9952,4692,12330
354340,202105,34016,84490,23355,66030,3266,10437,12863,34657,16129,45094
354350,202105,1210,3075,957,2653,122,346,596,1586,718,1932
354360,202105,626,1591,380,1190,83,263,85,263,168,526
354370,202105,1017,2853,818,2541,123,414,494,1485,617,1899
354380,202105,671,1750,483,1448,85,342,132,310,217,652
354390,202105,13987,33358,9263,25130,1564,4561,4308,10989,5872,15550
354400,202105,1559,4928,1205,4104,201,742,452,1507,653,2249
354410,202105,6209,16344,4752,13493,913,2811,2279,6064,3192,8875
354420,202105,1524,3892,1133,3208,149,449,685,1840,834,2289
354425,202105,2753,6612,1954,5240,454,1220,813,2178,1267,3398
354430,202105,1541,4071,1199,3542,107,354,739,2077,846,2431
354440,202105,561,1485,380,1122,61,204,166,445,227,649
354450,202105,437,1131,252,776,35,111,86,228,121,339
354460,202105,850,2118,568,1622,78,233,306,855,384,1088
354470,202105,476,1183,333,915,24,77,169,406,193,483
354480,202105,1287,2871,836,2158,73,183,542,1346,615,1529
354490,202105,818,2388,603,1923,106,353,270,794,376,1147
354500,202105,2149,5907,1745,5297,521,1644,399,1250,920,2894
